Timestamp;PosX;PosY;PosZ;Roll;Pitch;Yaw;Q1;Q2;Q3;Q4;M1;M2;M3;M4;AccelX;AccelY;AccelZ;GyroX;GyroY;GyroZ
1753875185.969754;18.032;-6.094;-0.767;-2.3000000000000003;-0.84;-162.31;0.0;0.0;0.0;0.0;-49.6;20.0;-6.0;-129.7;-0.17;0.49;-10.61;0.9;0.33;1.01
1753875185.974754;18.032;-6.094;-0.767;-2.3000000000000003;-0.84;-162.31;0.0;0.0;0.0;0.0;-48.1;20.1;-6.0;-129.4;-0.19;0.5;-10.61;0.76;0.31;1.0
1753875185.979754;18.032;-6.094;-0.767;-2.3000000000000003;-0.84;-162.31;0.0;0.0;0.0;0.0;-49.3;20.0;-6.0;-128.7;-0.18;0.5;-10.61;0.82;0.35;1.01
1753875185.984754;18.032;-6.094;-0.767;-2.3000000000000003;-0.84;-162.31;0.0;0.0;0.0;0.0;-49.9;20.6;-6.0;-128.6;-0.2;0.5;-10.61;0.77;0.29;1.01
1753875185.989754;18.032;-6.094;-0.767;-2.3000000000000003;-0.84;-162.31;0.0;0.0;0.0;0.0;-49.4;21.2;-6.0;-128.6;-0.16;0.5;-10.6;0.9;0.33;1.04
1753875185.994754;18.032;-6.094;-0.767;-2.3000000000000003;-0.84;-162.31;0.0;0.0;0.0;0.0;-50.0;20.1;-6.0;-129.1;-0.19;0.49;-10.6;0.9;0.53;0.84
1753875185.999754;18.032;-6.094;-0.767;-2.3000000000000003;-0.84;-162.31;0.0;0.0;0.0;0.0;-49.9;21.5;-6.0;-128.2;-0.18;0.5;-10.6;0.86;0.41;0.81
1753875186.004754;18.032;-6.094;-0.767;-2.3000000000000003;-0.84;-162.31;0.0;0.0;0.0;0.0;-49.5;21.1;-6.0;-127.8;-0.18;0.49;-10.62;0.89;0.42;0.95
1753875186.009755;18.032;-6.094;-0.767;-2.3000000000000003;-0.84;-162.31;0.0;0.0;0.0;0.0;-49.5;21.0;-6.0;-127.8;-0.18;0.49;-10.61;0.72;0.39;1.07
1753875186.014755;18.032;-6.094;-0.767;-2.3000000000000003;-0.84;-162.31;0.0;0.0;0.0;0.0;-49.8;19.8;-6.0;-127.8;-0.18;0.49;-10.61;0.84;0.36;1.02
