Timestamp;Fix;Latitude;Longitude;Altitude;GeoidSeparation;Satellites;HDOP;Heading
1753875303.93;2.0;49.20426968;18.75490008;387.9214;42.1353;12.0;0.9;77.638
1753875303.94;2.0;49.20426968;18.75490009;387.9204;42.1353;12.0;0.9;77.632
1753875303.95;2.0;49.20426968;18.75490009;387.9199;42.1353;12.0;0.9;77.635
1753875303.96;2.0;49.20426968;18.75490009;387.9206;42.1353;12.0;0.9;77.636
1753875303.97;2.0;49.20426968;18.75490008;387.921;42.1353;12.0;0.9;77.646
1753875303.98;2.0;49.20426969;18.75490008;387.9208;42.1353;12.0;0.9;77.636
1753875303.99;2.0;49.20426969;18.75490008;387.9206;42.1353;12.0;0.9;77.58
1753875304.0;2.0;49.20426969;18.75490007;387.9205;42.1353;12.0;0.9;77.515
1753875304.01;2.0;49.20426969;18.75490007;387.9212;42.1353;12.0;0.9;77.545
1753875304.02;2.0;49.20426969;18.75490007;387.9221;42.1353;12.0;0.9;77.615
1753875304.03;2.0;49.20426968;18.75490008;387.9227;42.1353;12.0;0.9;77.609
1753875304.04;2.0;49.20426969;18.75490007;387.9233;42.1353;12.0;0.9;77.569
1753875304.05;2.0;49.20426969;18.75490007;387.9242;42.1353;12.0;0.9;77.607
1753875304.06;2.0;49.20426968;18.75490007;387.9248;42.1353;12.0;0.9;77.607
1753875304.07;2.0;49.20426968;18.75490007;387.924;42.1353;12.0;0.9;77.543
1753875304.08;2.0;49.20426969;18.75490007;387.9236;42.1353;12.0;0.9;77.526
1753875304.09;2.0;49.20426969;18.75490006;387.9234;42.1353;12.0;0.9;77.522
1753875304.1;2.0;49.20426969;18.75490007;387.9237;42.1353;12.0;0.9;77.603
1753875304.11;2.0;49.20426969;18.75490006;387.9238;42.1353;12.0;0.9;77.617
1753875304.12;2.0;49.20426969;18.75490006;387.9238;42.1353;12.0;0.9;77.566
1753875304.13;2.0;49.20426969;18.75490006;387.9237;42.1353;12.0;0.9;77.563
1753875304.14;2.0;49.20426969;18.75490006;387.9238;42.1353;12.0;0.9;77.558
1753875304.15;2.0;49.20426969;18.75490005;387.9228;42.1353;12.0;0.9;77.543
1753875304.16;2.0;49.20426969;18.75490005;387.9229;42.1353;12.0;0.9;77.531
1753875304.17;2.0;49.20426969;18.75490005;387.9233;42.1353;12.0;0.9;77.51
1753875304.18;2.0;49.20426969;18.75490005;387.9229;42.1353;12.0;0.9;77.507
1753875304.19;2.0;49.20426969;18.75490005;387.9229;42.1353;12.0;0.9;77.542
1753875304.2;2.0;49.20426969;18.75490005;387.9234;42.1353;12.0;0.9;77.578
1753875304.21;2.0;49.20426968;18.75490005;387.9241;42.1353;12.0;0.9;77.6
1753875304.22;2.0;49.20426969;18.75490005;387.9243;42.1353;12.0;0.9;77.619
1753875304.23;2.0;49.20426969;18.75490004;387.9233;42.1353;12.0;0.9;77.674
1753875304.24;2.0;49.20426969;18.75490004;387.9229;42.1353;12.0;0.9;77.687
1753875304.25;2.0;49.20426969;18.75490003;387.9227;42.1353;12.0;0.9;77.649
1753875304.26;2.0;49.20426969;18.75490003;387.9225;42.1353;12.0;0.9;77.603
1753875304.27;2.0;49.20426969;18.75490003;387.922;42.1353;12.0;0.9;77.634
1753875304.28;2.0;49.20426969;18.75490002;387.9221;42.1353;12.0;0.9;77.652
1753875304.29;2.0;49.20426969;18.75490002;387.9221;42.1353;12.0;0.9;77.68
1753875304.3;2.0;49.20426968;18.75490002;387.9224;42.1353;12.0;0.9;77.642
1753875304.31;2.0;49.20426968;18.75490002;387.922;42.1353;12.0;0.9;77.587
1753875304.32;2.0;49.20426968;18.75490002;387.9222;42.1353;12.0;0.9;77.566
