Timestamp;Fix;Latitude;Longitude;Altitude;GeoidSeparation;Satellites;HDOP;Heading
1753876242.76;2.0;49.20420333;18.75503632;387.2908;42.1353;16.0;0.8;121.003
1753876242.77;2.0;49.20420333;18.75503632;387.291;42.1353;16.0;0.8;121.0
1753876242.78;2.0;49.20420333;18.75503632;387.2911;42.1353;16.0;0.8;121.044
1753876242.79;2.0;49.20420332;18.75503632;387.2911;42.1353;16.0;0.8;121.099
1753876242.8;2.0;49.20420332;18.75503632;387.2904;42.1353;16.0;0.8;121.144
1753876242.81;2.0;49.20420332;18.75503632;387.29;42.1353;16.0;0.8;121.155
1753876242.82;2.0;49.20420332;18.75503632;387.2905;42.1353;16.0;0.8;121.153
1753876242.83;2.0;49.20420332;18.75503632;387.2909;42.1353;16.0;0.8;121.174
1753876242.84;2.0;49.20420332;18.75503632;387.2907;42.1353;16.0;0.8;121.212
1753876242.85;2.0;49.20420332;18.75503632;387.2908;42.1353;16.0;0.8;121.207
1753876242.86;2.0;49.20420332;18.75503632;387.2917;42.1353;16.0;0.8;121.287
1753876242.87;2.0;49.20420332;18.75503632;387.2917;42.1353;16.0;0.8;121.259
1753876242.88;2.0;49.20420332;18.75503632;387.2913;42.1353;16.0;0.8;121.238
1753876242.89;2.0;49.20420332;18.75503633;387.2912;42.1353;16.0;0.8;121.197
1753876242.9;2.0;49.20420332;18.75503633;387.2916;42.1353;16.0;0.8;121.196
1753876242.91;2.0;49.20420332;18.75503633;387.2916;42.1353;16.0;0.8;121.21
1753876242.92;2.0;49.20420332;18.75503633;387.2909;42.1353;16.0;0.8;121.291
1753876242.93;2.0;49.20420332;18.75503634;387.2908;42.1353;16.0;0.8;121.339
1753876242.94;2.0;49.20420332;18.75503634;387.291;42.1353;16.0;0.8;121.331
1753876242.95;2.0;49.20420332;18.75503634;387.2911;42.1353;16.0;0.8;121.352
1753876242.96;2.0;49.20420332;18.75503635;387.291;42.1353;16.0;0.8;121.418
1753876242.97;2.0;49.20420331;18.75503634;387.2913;42.1353;16.0;0.8;121.49
1753876242.98;2.0;49.20420331;18.75503634;387.2908;42.1353;16.0;0.8;121.463
1753876242.99;2.0;49.20420331;18.75503634;387.2908;42.1353;16.0;0.8;121.462
1753876243.0;2.0;49.20420331;18.75503634;387.2909;42.1353;16.0;0.8;121.412
1753876243.01;2.0;49.20420331;18.75503635;387.2913;42.1353;16.0;0.8;121.366
1753876243.02;2.0;49.20420331;18.75503635;387.2919;42.1353;16.0;0.8;121.367
1753876243.03;2.0;49.20420331;18.75503635;387.2921;42.1353;16.0;0.8;121.343
1753876243.04;2.0;49.20420331;18.75503635;387.2924;42.1353;16.0;0.8;121.294
1753876243.05;2.0;49.2042033;18.75503635;387.2926;42.1353;16.0;0.8;121.239
1753876243.06;2.0;49.2042033;18.75503635;387.2923;42.1353;16.0;0.8;121.156
1753876243.07;2.0;49.20420331;18.75503635;387.2926;42.1353;16.0;0.8;121.091
1753876243.08;2.0;49.20420331;18.75503635;387.2927;42.1353;16.0;0.8;121.089
1753876243.09;2.0;49.20420331;18.75503635;387.293;42.1353;16.0;0.8;121.085
1753876243.1;2.0;49.20420331;18.75503635;387.2923;42.1353;16.0;0.8;121.151
1753876243.11;2.0;49.20420331;18.75503635;387.2922;42.1353;16.0;0.8;121.19
1753876243.12;2.0;49.20420331;18.75503635;387.292;42.1353;16.0;0.8;121.213
1753876243.13;2.0;49.2042033;18.75503635;387.2921;42.1353;16.0;0.8;121.227
1753876243.14;2.0;49.2042033;18.75503636;387.2919;42.1353;16.0;0.8;121.215
1753876243.15;2.0;49.2042033;18.75503636;387.2923;42.1353;16.0;0.8;121.291
1753876243.16;2.0;49.2042033;18.75503636;387.2924;42.1353;16.0;0.8;121.292
1753876243.17;2.0;49.20420329;18.75503636;387.2924;42.1353;16.0;0.8;121.278
1753876243.18;2.0;49.20420329;18.75503635;387.2922;42.1353;16.0;0.8;121.231
1753876243.19;2.0;49.20420329;18.75503636;387.2924;42.1353;16.0;0.8;121.224
1753876243.2;2.0;49.2042033;18.75503636;387.2923;42.1353;16.0;0.8;121.252
1753876243.21;2.0;49.2042033;18.75503636;387.2918;42.1353;16.0;0.8;121.303
1753876243.22;2.0;49.2042033;18.75503636;387.2921;42.1353;16.0;0.8;121.332
1753876243.23;2.0;49.2042033;18.75503636;387.2924;42.1353;16.0;0.8;121.354
1753876243.24;2.0;49.2042033;18.75503636;387.2922;42.1353;16.0;0.8;121.355
1753876243.25;2.0;49.20420329;18.75503636;387.2921;42.1353;16.0;0.8;121.332
