Timestamp;PosX;PosY;PosZ;Roll;Pitch;Yaw;Q1;Q2;Q3;Q4;M1;M2;M3;M4;AccelX;AccelY;AccelZ;GyroX;GyroY;GyroZ
1753875095.732016;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-27.0;8.0;19.0;0.2;0.46;-10.61;0.86;0.32;1.08
1753875095.737016;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-27.0;8.0;19.0;0.2;0.45;-10.61;0.8;0.16;0.84
1753875095.742016;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-27.0;8.0;19.0;0.2;0.45;-10.62;0.77;0.22;0.96
1753875095.747016;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-27.0;8.0;19.0;0.2;0.46;-10.61;0.84;0.24;0.9
1753875095.752016;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-27.0;8.0;19.0;0.2;0.46;-10.62;0.74;0.35;1.06
1753875095.7570162;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-27.0;8.0;19.0;0.2;0.46;-10.62;0.68;0.25;1.01
1753875095.762016;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-27.0;8.0;19.0;0.2;0.46;-10.62;0.74;0.22;0.96
1753875095.7670162;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-27.0;8.0;19.0;0.2;0.46;-10.62;0.67;0.19;0.82
1753875095.772016;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-27.0;8.0;19.0;0.2;0.45;-10.62;0.81;0.35;0.9
1753875095.7770162;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-27.2;6.8;19.0;0.21;0.44;-10.62;0.75;0.36;0.88
1753875095.7820163;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-25.9;7.7;19.0;0.2;0.44;-10.62;0.82;0.37;0.92
1753875095.7870164;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-24.8;9.5;19.0;0.21;0.44;-10.61;0.78;0.54;0.85
1753875095.7920165;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-26.3;7.9;19.0;0.19;0.44;-10.61;0.75;0.28;0.91
1753875095.7970166;0.315;0.007;-0.009;-2.0;1.18;0.37;0.0;0.0;0.0;0.0;20.0;-28.5;8.2;19.0;0.2;0.45;-10.61;0.95;0.36;0.83
1753875095.8020167;0.315;0.007;-0.009;-2.0;1.17;0.37;0.0;0.0;0.0;0.0;20.0;-27.3;8.3;19.0;0.19;0.46;-10.59;0.84;0.29;1.0
1753875095.8070168;0.315;0.007;-0.009;-2.0;1.18;0.37;0.0;0.0;0.0;0.0;20.0;-27.1;8.3;19.0;0.2;0.45;-10.6;0.8;0.31;1.01
