Timestamp;PosX;PosY;PosZ;Roll;Pitch;Yaw;Q1;Q2;Q3;Q4;M1;M2;M3;M4;AccelX;AccelY;AccelZ;GyroX;GyroY;GyroZ
1753876672.94034;0.0;0.0;0.0;-2.01;0.91;-0.02;0.0;0.0;0.0;0.0;-24.5;-20.4;-12.5;20.1;0.13;0.44;-10.6;0.53;0.39;0.98
1753876672.94534;0.0;0.0;0.0;-2.02;0.9;-0.02;0.0;0.0;0.0;0.0;-10.7;-24.5;-16.4;-1.4;0.11;0.44;-10.62;0.68;0.38;0.99
1753876672.95034;0.0;0.0;0.0;-2.02;0.9;-0.02;0.0;0.0;0.0;0.0;-9.9;-6.7;-17.5;13.9;0.13;0.44;-10.61;0.67;0.45;0.97
1753876672.95534;0.0;0.0;0.0;-2.02;0.9;-0.02;0.0;0.0;0.0;0.0;-9.0;9.9;-13.2;10.9;0.13;0.45;-10.61;0.58;0.39;0.95
1753876672.96034;0.0;0.0;0.0;-2.0;0.9;-0.02;0.0;0.0;0.0;0.0;3.3;-1.3;-16.9;5.7;0.13;0.45;-10.59;0.71;0.36;1.07
1753876672.96534;0.0;0.0;0.0;-2.0;0.9;-0.02;0.0;0.0;0.0;0.0;5.4;11.5;-5.9;3.0;0.13;0.45;-10.6;0.7;0.42;1.09
1753876672.97034;0.0;0.0;0.0;-2.01;0.92;-0.02;0.0;0.0;0.0;0.0;7.3;11.9;1.3;7.3;0.12;0.44;-10.6;0.71;0.28;1.07
1753876672.97534;0.0;0.0;0.0;-2.0;0.9;-0.02;0.0;0.0;0.0;0.0;-5.5;-19.5;-12.6;-1.2;0.13;0.44;-10.63;0.68;0.34;0.98
1753876672.980341;0.0;0.0;0.0;-2.03;0.9;-0.02;0.0;0.0;0.0;0.0;-9.8;-6.8;-8.7;-4.3;0.12;0.44;-10.59;0.97;0.41;0.97
1753876672.985341;0.0;0.0;0.0;-2.02;0.9;-0.02;0.0;0.0;0.0;0.0;-17.7;-9.1;-6.2;9.3;0.12;0.45;-10.61;0.67;0.25;0.97
