DeviceID_WH1,Timestamp_WH1,Temperature_WH1,GyroX_WH1,GyroY_WH1,GyroZ_WH1,AccelX_WH1,AccelY_WH1,AccelZ_WH1,Dist1_WH1,Dist2_WH1,Dist3_WH1,Err1_WH1,Err2_WH1,Err3_WH1,t,DeviceID_WH2,Timestamp_WH2,Temperature_WH2,GyroX_WH2,GyroY_WH2,GyroZ_WH2,AccelX_WH2,AccelY_WH2,AccelZ_WH2,Dist1_WH2,Dist2_WH2,Dist3_WH2,Err1_WH2,Err2_WH2,Err3_WH2,DeviceID_WH3,Timestamp_WH3,Temperature_WH3,GyroX_WH3,GyroY_WH3,GyroZ_WH3,AccelX_WH3,AccelY_WH3,AccelZ_WH3,Dist1_WH3,Dist2_WH3,Dist3_WH3,Err1_WH3,Err2_WH3,Err3_WH3,DeviceID_WH4,Timestamp_WH4,Temperature_WH4,GyroX_WH4,GyroY_WH4,GyroZ_WH4,AccelX_WH4,AccelY_WH4,AccelZ_WH4,Dist1_WH4,Dist2_WH4,Dist3_WH4,Err1_WH4,Err2_WH4,Err3_WH4,Timestamp_GNSS,Fix_GNSS,Latitude_GNSS,Longitude_GNSS,Altitude_GNSS,GeoidSeparation_GNSS,Satellites_GNSS,HDOP_GNSS,Heading_GNSS,Timestamp_BODY,PosX_BODY,PosY_BODY,PosZ_BODY,Roll_BODY,Pitch_BODY,Yaw_BODY,Q1_BODY,Q2_BODY,Q3_BODY,Q4_BODY,M1_BODY,M2_BODY,M3_BODY,M4_BODY,AccelX_BODY,AccelY_BODY,AccelZ_BODY,GyroX_BODY,GyroY_BODY,GyroZ_BODY
1.0,1753875185.975806,16.46875,1.12,-1.68,0.07,0.775188,-0.658312,0.013664,0.0,0.0,0.0,0.0,0.0,0.0,0.0060520172119140625,2.0,1753875185.973506,18.28125,0.91,-1.68,-0.35,-0.86803,0.488366,0.006466,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1753875185.974308,16.0,0.77,-1.26,-0.14,0.941108,-0.34404,0.01525,91.0,0.0,0.0,1.0,0.0,0.0,4.0,1753875185.973551,15.210938,0.63,-1.12,0.07,0.99369,0.084668,0.012932,106.0,0.0,0.0,2.0,0.0,0.0,1753875185.97,2.0,49.20424885,18.75493982,387.9056,42.1353,17.0,0.7,57.875,1753875185.969754,18.032,-6.094,-0.767,-2.3000000000000003,-0.84,-162.31,0.0,0.0,0.0,0.0,-49.6,20.0,-6.0,-129.7,-0.17,0.49,-10.61,0.9,0.33,1.01
1.0,1753875185.976213,16.46875,1.12,-1.68,0.07,0.771406,-0.66124,0.013786,0.0,0.0,0.0,0.0,0.0,0.0,0.00645899772644043,2.0,1753875185.973506,18.28125,0.91,-1.68,-0.35,-0.86803,0.488366,0.006466,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1753875185.974308,16.0,0.77,-1.26,-0.14,0.941108,-0.34404,0.01525,91.0,0.0,0.0,1.0,0.0,0.0,4.0,1753875185.973551,15.210938,0.63,-1.12,0.07,0.99369,0.084668,0.012932,106.0,0.0,0.0,2.0,0.0,0.0,1753875185.97,2.0,49.20424885,18.75493982,387.9056,42.1353,17.0,0.7,57.875,1753875185.969754,18.032,-6.094,-0.767,-2.3000000000000003,-0.84,-162.31,0.0,0.0,0.0,0.0,-49.6,20.0,-6.0,-129.7,-0.17,0.49,-10.61,0.9,0.33,1.01
1.0,1753875185.981042,16.46875,1.05,-1.68,0.14,0.77531,-0.660264,0.012688,0.0,0.0,0.0,0.0,0.0,0.0,0.011287927627563477,2.0,1753875185.981037,18.28125,0.91,-1.75,-0.35,-0.869982,0.488854,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1753875185.974308,16.0,0.77,-1.26,-0.14,0.941108,-0.34404,0.01525,91.0,0.0,0.0,1.0,0.0,0.0,4.0,1753875185.973551,15.210938,0.63,-1.12,0.07,0.99369,0.084668,0.012932,106.0,0.0,0.0,2.0,0.0,0.0,1753875185.98,2.0,49.20424885,18.75493982,387.9048,42.1353,17.0,0.7,57.864,1753875185.979754,18.032,-6.094,-0.767,-2.3000000000000003,-0.84,-162.31,0.0,0.0,0.0,0.0,-49.3,20.0,-6.0,-128.7,-0.18,0.5,-10.61,0.82,0.35,1.01
1.0,1753875185.985397,16.492188,0.98,-1.68,0.14,0.773236,-0.659532,0.013908,0.0,0.0,0.0,0.0,0.0,0.0,0.01564311981201172,2.0,1753875185.982594,18.28125,0.98,-1.68,-0.28,-0.867786,0.488488,0.00549,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1753875185.983433,16.015625,0.7,-1.33,-0.14,0.942572,-0.343918,0.013054,91.0,0.0,0.0,1.0,0.0,0.0,4.0,1753875185.982032,15.210938,0.63,-1.19,0.07,0.993812,0.086132,0.013542,106.0,0.0,0.0,2.0,0.0,0.0,1753875185.98,2.0,49.20424885,18.75493982,387.9048,42.1353,17.0,0.7,57.864,1753875185.979754,18.032,-6.094,-0.767,-2.3000000000000003,-0.84,-162.31,0.0,0.0,0.0,0.0,-49.3,20.0,-6.0,-128.7,-0.18,0.5,-10.61,0.82,0.35,1.01
1.0,1753875185.989971,16.492188,1.12,-1.61,0.07,0.773724,-0.660874,0.011956,0.0,0.0,0.0,0.0,0.0,0.0,0.020216941833496094,2.0,1753875185.987175,18.28125,0.84,-1.68,-0.28,-0.86986,0.48922,0.00549,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1753875185.988857,16.015625,0.7,-1.33,-0.14,0.942328,-0.344284,0.01464,91.0,0.0,0.0,1.0,0.0,0.0,4.0,1753875185.98657,15.210938,0.63,-1.12,0.0,0.99308,0.083326,0.013786,106.0,0.0,0.0,2.0,0.0,0.0,1753875185.98,2.0,49.20424885,18.75493982,387.9048,42.1353,17.0,0.7,57.864,1753875185.979754,18.032,-6.094,-0.767,-2.3000000000000003,-0.84,-162.31,0.0,0.0,0.0,0.0,-49.3,20.0,-6.0,-128.7,-0.18,0.5,-10.61,0.82,0.35,1.01
1.0,1753875185.994539,16.492188,1.05,-1.61,0.07,0.77287,-0.659776,0.01342,0.0,0.0,0.0,0.0,0.0,0.0,0.02478504180908203,2.0,1753875185.993722,18.25781,0.91,-1.75,-0.28,-0.869738,0.48678,0.005978,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1753875185.993587,16.015306,0.29,-1.73,-0.08,0.957102,-0.367028,0.003376,91.5,-0.0,-0.1,1.0,-0.0,-0.0,4.0,1753875185.992565,15.242188,0.63,-1.05,0.07,0.994788,0.089304,0.012688,106.0,0.0,0.0,2.0,0.0,0.0,1753875185.99,2.0,49.20424885,18.75493982,387.9044,42.1353,17.0,0.7,57.882,1753875185.989754,18.032,-6.094,-0.767,-2.3000000000000003,-0.84,-162.31,0.0,0.0,0.0,0.0,-49.4,21.2,-6.0,-128.6,-0.16,0.5,-10.6,0.9,0.33,1.04
1.0,1753875185.999121,16.492188,0.98,-1.61,0.07,0.773236,-0.660264,0.01281,0.0,0.0,0.0,0.0,0.0,0.0,0.02936697006225586,2.0,1753875185.996318,18.25781,0.84,-1.68,-0.28,-0.867298,0.48861,0.005734,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1753875185.998317,16.018275,0.83,-1.16,2.31,0.968684,-0.347165,0.010365,88.1,-0.0,-0.1,0.9,0.0,0.0,4.0,1753875185.995697,15.242188,0.7,-1.05,0.07,0.993812,0.081374,0.01342,106.0,0.0,0.0,2.0,0.0,0.0,1753875185.99,2.0,49.20424885,18.75493982,387.9044,42.1353,17.0,0.7,57.882,1753875185.989754,18.032,-6.094,-0.767,-2.3000000000000003,-0.84,-162.31,0.0,0.0,0.0,0.0,-49.4,21.2,-6.0,-128.6,-0.16,0.5,-10.6,0.9,0.33,1.04
1.0,1753875186.003718,16.487727,0.65,-2.28,-0.26,0.738036,-0.595495,0.017743,0.0,-0.1,-0.0,0.0,0.0,-0.0,0.033963918685913086,2.0,1753875186.000917,18.28598,0.9,-1.69,-0.27,-0.869131,0.487247,0.005706,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1753875186.003047,16.018124,0.14,-1.15,-2.08,0.929737,-0.331775,0.017642,91.1,0.0,-0.0,1.2,0.0,-0.0,4.0,1753875186.000302,15.240049,0.44,-1.41,0.95,1.022122,0.136812,0.006397,105.2,0.1,-0.1,1.8,0.0,-0.0,1753875186.0,2.0,49.20424885,18.75493982,387.9042,42.1353,17.0,0.7,57.857,1753875185.999754,18.032,-6.094,-0.767,-2.3000000000000003,-0.84,-162.31,0.0,0.0,0.0,0.0,-49.9,21.5,-6.0,-128.2,-0.18,0.5,-10.6,0.86,0.41,0.81
1.0,1753875186.008315,16.491603,1.06,-1.34,-0.05,0.787329,-0.642145,0.012751,0.0,0.0,-0.0,0.0,0.0,-0.0,0.038561105728149414,2.0,1753875186.005516,18.23592,0.82,-1.65,-0.25,-0.867744,0.489229,0.006178,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1753875186.007777,16.016462,0.78,-0.69,2.19,0.973754,-0.329306,0.013309,95.0,-0.1,0.1,0.8,0.0,0.0,4.0,1753875186.004907,15.242724,0.9,-1.88,-0.98,0.986578,0.06368,0.015307,104.2,0.0,-0.2,2.1,-0.0,-0.0,1753875186.0,2.0,49.20424885,18.75493982,387.9042,42.1353,17.0,0.7,57.857,1753875185.999754,18.032,-6.094,-0.767,-2.3000000000000003,-0.84,-162.31,0.0,0.0,0.0,0.0,-49.9,21.5,-6.0,-128.2,-0.18,0.5,-10.6,0.86,0.41,0.81
1.0,1753875186.012912,16.491171,1.25,-1.59,0.4,0.80787,-0.643866,0.000409,0.0,-0.1,0.0,0.0,0.0,-0.0,0.04315805435180664,2.0,1753875186.010116,18.24015,0.91,-1.8,-0.28,-0.868135,0.488993,0.006623,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1753875186.012507,16.01749,1.05,-1.25,0.25,0.965314,-0.315756,0.004451,92.7,0.0,-0.0,1.1,0.0,-0.0,4.0,1753875186.009512,15.241158,0.47,-1.42,3.14,0.947798,0.113583,0.032344,107.4,0.1,0.3,2.0,0.0,0.0,1753875186.01,2.0,49.20424885,18.75493982,387.9035,42.1353,17.0,0.7,57.848,1753875186.009755,18.032,-6.094,-0.767,-2.3000000000000003,-0.84,-162.31,0.0,0.0,0.0,0.0,-49.5,21.0,-6.0,-127.8,-0.18,0.49,-10.61,0.72,0.39,1.07
