Timestamp;PosX;PosY;PosZ;Roll;Pitch;Yaw;Q1;Q2;Q3;Q4;M1;M2;M3;M4;AccelX;AccelY;AccelZ;GyroX;GyroY;GyroZ
1753877967.938559;-10.838;2.689;-0.606;-2.61;1.28;145.93;0.0;0.0;0.0;0.0;18.4;156.6;-22.1;87.2;0.21;0.56;-10.62;0.88;0.34;1.04
1753877967.943559;-10.838;2.689;-0.606;-2.6;1.28;145.93;0.0;0.0;0.0;0.0;20.3;156.8;-23.2;81.4;0.2;0.56;-10.64;0.83;0.53;1.05
1753877967.948559;-10.838;2.689;-0.606;-2.6;1.29;145.93;0.0;0.0;0.0;0.0;16.8;156.9;-21.6;86.6;0.21;0.57;-10.61;0.83;0.29;1.1
1753877967.95356;-10.838;2.689;-0.606;-2.6;1.29;145.93;0.0;0.0;0.0;0.0;17.3;157.4;-22.8;86.4;0.2;0.54;-10.63;0.63;0.42;0.99
1753877967.95856;-10.838;2.689;-0.606;-2.6;1.28;145.93;0.0;0.0;0.0;0.0;20.6;155.8;-22.6;86.7;0.19;0.56;-10.63;0.71;0.42;0.88
1753877967.96356;-10.838;2.689;-0.606;-2.6;1.27;145.93;0.0;0.0;0.0;0.0;18.7;156.8;-22.0;84.6;0.2;0.56;-10.64;0.65;0.44;1.08
1753877967.96856;-10.838;2.689;-0.606;-2.61;1.27;145.93;0.0;0.0;0.0;0.0;17.9;157.4;-22.4;87.8;0.2;0.56;-10.63;0.72;0.28;1.09
1753877967.97356;-10.838;2.689;-0.606;-2.61;1.28;145.93;0.0;0.0;0.0;0.0;19.4;155.4;-22.7;84.0;0.2;0.55;-10.63;0.8;0.43;1.05
1753877967.97856;-10.838;2.689;-0.606;-2.61;1.29;145.93;0.0;0.0;0.0;0.0;18.0;157.6;-21.6;87.3;0.19;0.55;-10.63;0.72;0.44;1.07
1753877967.98356;-10.838;2.689;-0.606;-2.61;1.29;145.93;0.0;0.0;0.0;0.0;17.6;156.5;-21.5;86.6;0.21;0.55;-10.62;0.68;0.19;1.03
