DeviceID;Timestamp;Temperature;GyroX;GyroY;GyroZ;AccelX;AccelY;AccelZ;Dist1;Dist2;Dist3;Err1;Err2;Err3
4.0;1753877975.725684;17.867306;0.5;-1.24;0.04;0.932245;-0.362913;0.009242;87.3;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.73029;17.859161;0.69;-1.08;0.14;0.930457;-0.360372;0.008869;87.3;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.734896;17.888865;0.62;-1.13;0.06;0.932044;-0.362044;0.009142;86.4;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.739502;17.884068;0.64;-1.16;0.1;0.931393;-0.359641;0.009206;85.1;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.744108;17.848669;0.62;-1.15;0.11;0.930154;-0.360834;0.00835;86.9;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.748714;17.845155;0.63;-1.17;0.06;0.931064;-0.361349;0.00919;88.0;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.75334;17.871094;0.63;-1.12;0.07;0.93086;-0.361852;0.009028;87.0;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.757946;17.904304;0.57;-1.13;-0.03;0.930595;-0.367734;0.008345;86.6;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.762552;17.849263;0.58;-1.08;0.09;0.932158;-0.363422;0.007833;87.6;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.767158;17.856106;0.66;-1.07;0.03;0.931244;-0.357643;0.007973;86.2;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.771764;17.874264;0.71;-1.12;0.17;0.931481;-0.360535;0.009195;87.4;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.77637;17.877477;0.71;-1.18;0.11;0.930055;-0.362528;0.008544;86.1;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.780976;17.843616;0.66;-1.03;0.1;0.931367;-0.364987;0.00943;87.1;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.785582;17.864346;0.58;-1.12;0.08;0.928422;-0.366939;0.00852;87.0;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.790188;17.84221;0.65;-1.16;0.08;0.929226;-0.361885;0.009014;87.2;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.794794;17.87266;0.57;-1.13;0.06;0.93715;-0.362777;0.009814;87.4;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.7994;17.846257;0.69;-1.16;0.0;0.93188;-0.36464;0.008744;87.5;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.804006;17.885655;0.62;-1.19;0.07;0.931436;-0.35987;0.009914;86.6;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.808612;17.865241;0.72;-1.14;0.05;0.932813;-0.360618;0.009763;86.5;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.813218;17.865916;0.66;-1.01;0.1;0.933127;-0.358883;0.009253;88.3;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.817824;17.845072;0.56;-1.07;0.11;0.931617;-0.361363;0.009564;86.9;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.82243;17.85229;0.63;-1.09;0.07;0.932655;-0.363054;0.009056;87.6;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.827036;17.863521;0.66;-1.16;0.06;0.927863;-0.363605;0.009987;87.6;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.831642;17.905965;0.67;-1.15;0.13;0.928349;-0.362655;0.009397;86.3;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.836248;17.850438;0.61;-1.15;0.04;0.933095;-0.36988;0.010006;87.1;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.840854;17.880451;0.56;-1.09;0.03;0.930637;-0.363301;0.010269;87.0;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.84576;17.871094;0.63;-1.12;0.07;0.93086;-0.364048;0.010004;87.0;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.850366;17.883394;0.61;-1.12;0.09;0.932425;-0.36257;0.009078;87.2;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.854972;17.839499;0.63;-1.09;0.08;0.931218;-0.362111;0.009234;86.8;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.859578;17.848719;0.61;-1.08;0.07;0.931527;-0.363928;0.010005;88.4;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.864184;17.850202;0.7;-1.07;0.04;0.935473;-0.359364;0.008594;87.1;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.86879;17.822356;0.62;-1.13;0.08;0.931036;-0.35845;0.0086;87.2;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.873396;17.823943;0.5;-1.1;0.12;0.931538;-0.362169;0.009803;86.5;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.878002;17.821802;0.68;-1.19;0.1;0.933548;-0.359953;0.008352;87.1;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.882608;17.83807;0.63;-1.18;0.06;0.931916;-0.358539;0.009368;86.0;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.887214;17.805611;0.52;-1.13;0.15;0.930427;-0.358827;0.009008;87.8;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.89182;17.793639;0.6;-1.17;0.07;0.933601;-0.357218;0.008786;87.1;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.899;17.804688;0.49;-1.12;0.14;0.933788;-0.35685;0.008418;87.0;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.903606;17.799983;0.45;-1.14;0.09;0.931965;-0.355421;0.007593;88.2;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.908212;17.808137;0.48;-1.18;0.1;0.932019;-0.361907;0.009169;87.2;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.912818;17.817786;0.48;-1.19;0.09;0.93222;-0.357375;0.008783;86.8;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.917424;17.801747;0.52;-1.18;0.12;0.933138;-0.359945;0.009004;87.2;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.92203;17.802561;0.49;-1.21;0.07;0.929377;-0.365887;0.008805;88.4;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.926636;17.804969;0.35;-1.11;0.15;0.930687;-0.359225;0.009023;87.1;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.931242;17.768313;0.39;-1.13;0.04;0.929635;-0.362817;0.008941;87.3;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.935848;17.801044;0.3;-1.11;0.08;0.930637;-0.360843;0.009609;87.0;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.9411;17.804688;0.49;-1.19;0.07;0.929518;-0.362828;0.00915;87.0;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.945706;17.827871;0.59;-1.26;0.09;0.932249;-0.366349;0.009943;86.8;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.950312;17.820193;0.47;-1.15;0.11;0.929608;-0.361047;0.007591;88.3;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.954918;17.782335;0.47;-1.16;0.11;0.929145;-0.361422;0.008924;87.7;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.959524;17.75957;0.53;-1.18;0.18;0.934486;-0.360715;0.009646;86.4;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.96413;17.79795;0.44;-1.19;0.16;0.93119;-0.361611;0.007151;87.8;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.968736;17.842222;0.46;-1.09;0.14;0.928667;-0.356199;0.00877;87.3;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.973342;17.842325;0.52;-1.24;0.22;0.932229;-0.359357;0.008249;87.1;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.977948;17.765545;0.61;-1.16;0.21;0.934862;-0.358148;0.007891;86.4;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.98266;17.804688;0.56;-1.19;0.21;0.932934;-0.357582;0.008418;87.0;0.0;0.0;1.0;0.0;0.0
4.0;1753877975.986032;17.828125;-0.63;5.39;-463.54;-1.098854;-2.049844;0.030012;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877975.990608;17.828125;3.71;7.42;-458.64;0.025498;-1.01748;0.06161;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877975.994593;17.828125;-2.31;4.48;-450.73;0.025498;-1.01748;0.06161;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877975.999199;17.81757;-5.03;6.38;-431.51;-0.267793;-1.921759;0.03899;0.0;0.0;5.3;0.0;0.0;0.0
4.0;1753877976.003805;17.824565;-1.75;8.2;-455.72;0.50788;-1.016447;-0.020188;0.0;0.0;10.3;0.0;0.0;0.0
4.0;1753877976.008411;17.796792;-1.89;-2.97;-447.71;-0.129843;-1.383806;0.02343;0.0;0.0;9.2;0.0;0.0;0.0
4.0;1753877976.013017;17.847206;-5.42;3.78;-459.34;0.467129;-0.579802;-0.071484;0.0;0.0;-12.7;0.0;0.0;0.0
4.0;1753877976.017623;17.860232;-7.67;6.1;-464.01;-0.102942;-1.005412;0.178288;0.0;0.0;0.1;0.0;0.0;0.0
4.0;1753877976.022229;17.828052;4.53;8.24;-437.46;-0.043164;-1.355667;0.031241;0.0;0.0;-12.2;0.0;0.0;0.0
4.0;1753877976.026835;17.861043;-1.48;2.67;-437.18;0.041335;0.318723;0.181359;0.0;0.0;-1.8;0.0;0.0;0.0
4.0;1753877976.031441;17.832052;-1.37;8.54;-439.79;-0.206683;-0.708057;-0.010226;0.0;0.0;-0.2;0.0;0.0;0.0
4.0;1753877976.036047;17.810254;-1.44;5.85;-455.49;0.131451;-0.46917;0.00487;0.0;0.0;-10.2;0.0;0.0;0.0
4.0;1753877976.040653;17.84074;-4.94;5.24;-439.07;-0.703515;-0.865995;0.098976;0.0;0.0;-32.9;0.0;0.0;0.0
4.0;1753877976.045259;17.835495;-0.61;5.59;-445.07;0.370093;0.286835;0.189227;0.0;0.0;-1.0;0.0;0.0;0.0
4.0;1753877976.049865;17.824207;0.29;4.87;-444.02;0.071941;-0.972102;0.165039;0.0;0.0;-1.8;0.0;0.0;0.0
4.0;1753877976.054471;17.793677;-1.09;4.41;-436.73;-0.037032;-1.109493;0.108674;0.0;0.0;1.2;0.0;0.0;0.0
4.0;1753877976.059077;17.842225;-0.82;8.38;-462.62;-0.015406;-1.559349;-0.040955;0.0;0.0;2.8;0.0;0.0;0.0
4.0;1753877976.063683;17.815764;-2.68;5.76;-462.63;0.067533;-0.907778;0.036629;0.0;0.0;-17.3;0.0;0.0;0.0
4.0;1753877976.068289;17.833204;-3.5;13.1;-469.43;-0.590119;-1.848334;-0.028602;0.0;0.0;2.0;0.0;0.0;0.0
4.0;1753877976.072895;17.840102;2.93;-2.0;-444.41;-0.592338;-1.193073;0.10476;0.0;0.0;2.5;0.0;0.0;0.0
4.0;1753877976.077501;17.833314;-1.05;6.88;-435.73;-0.358479;-1.027304;-0.077512;0.0;0.0;-6.0;0.0;0.0;0.0
4.0;1753877976.082107;17.842101;1.99;0.07;-435.98;0.79743;-1.194273;0.024351;0.0;0.0;-11.1;0.0;0.0;0.0
4.0;1753877976.086713;17.838268;1.21;5.53;-446.32;-0.485465;-1.383747;-0.022586;0.0;0.0;-6.2;0.0;0.0;0.0
4.0;1753877976.091319;17.842999;-5.28;7.19;-461.25;0.265827;-1.014322;-0.068002;0.0;0.0;-1.9;0.0;0.0;0.0
4.0;1753877976.095925;17.848949;1.3;3.91;-461.82;0.532189;0.269661;0.175499;0.0;0.0;21.1;0.0;0.0;0.0
4.0;1753877976.100531;17.839749;-0.72;1.31;-447.92;0.267478;-0.631259;0.072286;0.0;0.0;21.3;0.0;0.0;0.0
4.0;1753877976.105137;17.893106;-4.58;2.1;-425.98;-0.039961;-1.09207;0.091197;0.0;0.0;-5.7;0.0;0.0;0.0
4.0;1753877976.109743;17.843634;-7.51;8.12;-460.82;0.567795;-1.734484;0.003716;0.0;0.0;-7.0;0.0;0.0;0.0
4.0;1753877976.114349;17.837244;-10.49;11.39;-425.35;-0.445809;-0.247857;-0.037394;0.0;0.0;-2.3;0.0;0.0;0.0
4.0;1753877976.118955;17.797299;0.5;9.35;-468.05;0.149359;-1.394391;0.107995;0.0;0.0;11.4;0.0;0.0;0.0
4.0;1753877976.123561;17.834008;-6.95;6.45;-459.41;-0.373877;-0.938478;-0.083057;0.0;0.0;-6.6;0.0;0.0;0.0
4.0;1753877976.128167;17.819012;-3.72;6.22;-457.43;0.051659;-0.810088;0.024291;0.0;0.0;-4.6;0.0;0.0;0.0
4.0;1753877976.132773;17.874716;-7.02;7.7;-431.88;-0.124485;-0.211073;0.047041;0.0;0.0;14.8;0.0;0.0;0.0
4.0;1753877976.137379;17.847132;0.87;7.29;-455.56;0.275023;-1.06485;0.060148;0.0;0.0;12.7;0.0;0.0;0.0
4.0;1753877976.141985;17.796008;-2.08;4.28;-429.32;-0.654251;-1.22454;-0.001668;0.0;0.0;0.3;0.0;0.0;0.0
4.0;1753877976.146591;17.812432;4.36;9.12;-478.28;0.247008;-0.172787;0.004988;0.0;0.0;17.4;0.0;0.0;0.0
4.0;1753877976.151197;17.854345;-2.12;6.9;-447.18;-0.324817;-1.393946;0.091293;0.0;0.0;-0.7;0.0;0.0;0.0
4.0;1753877976.155803;17.833553;-3.09;5.49;-459.17;-0.281299;-0.325141;0.085925;0.0;0.0;-15.4;0.0;0.0;0.0
4.0;1753877976.160409;17.81118;-6.37;9.7;-434.91;-0.16422;-1.172393;0.077573;0.0;0.0;-3.4;0.0;0.0;0.0
4.0;1753877976.165015;17.848319;-3.35;3.32;-464.59;0.270638;-0.849065;-0.03969;0.0;0.0;-4.3;0.0;0.0;0.0
4.0;1753877976.169621;17.855253;-8.61;4.98;-475.84;0.103763;-0.122369;-0.066222;0.0;0.0;4.5;0.0;0.0;0.0
4.0;1753877976.174227;17.837165;-3.17;8.35;-455.36;-0.066327;-1.366128;-0.038026;0.0;0.0;-0.3;0.0;0.0;0.0
4.0;1753877976.178833;17.81215;-5.06;4.21;-456.55;-0.067692;-0.549432;-0.011735;0.0;0.0;6.1;0.0;0.0;0.0
4.0;1753877976.183439;17.813403;3.07;0.86;-454.81;-0.348276;-1.009191;-0.02792;0.0;0.0;-24.2;0.0;0.0;0.0
4.0;1753877976.188045;17.868336;2.46;9.1;-469.22;-0.226619;-1.047619;-0.177372;0.0;0.0;-9.3;0.0;0.0;0.0
4.0;1753877976.192651;17.812844;-6.01;0.8;-440.12;-0.941725;-0.403118;0.014047;0.0;0.0;5.1;0.0;0.0;0.0
4.0;1753877976.197257;17.852796;3.78;3.09;-443.79;-0.387448;-1.011831;-0.197346;0.0;0.0;15.1;0.0;0.0;0.0
4.0;1753877976.201863;17.826549;-2.24;11.62;-443.74;-0.256294;-1.528322;0.100538;0.0;0.0;-14.0;0.0;0.0;0.0
4.0;1753877976.206469;17.80956;1.84;1.47;-458.76;-0.103194;-0.616891;0.175283;0.0;0.0;-6.6;0.0;0.0;0.0
4.0;1753877976.211075;17.831898;-0.01;4.56;-449.5;-0.501128;-1.417858;0.173314;0.0;0.0;7.5;0.0;0.0;0.0
4.0;1753877976.215681;17.83672;-2.5;4.08;-442.93;-0.176287;-0.583762;0.114616;0.0;0.0;-13.6;0.0;0.0;0.0
4.0;1753877976.220287;17.806902;2.11;9.97;-451.96;0.042452;-1.046349;-0.019771;0.0;0.0;-16.1;0.0;0.0;0.0
4.0;1753877976.224893;17.805517;-2.33;8.51;-423.84;-0.562782;-0.88586;-0.083412;0.0;0.0;-14.8;0.0;0.0;0.0
4.0;1753877976.229499;17.816831;-7.68;3.06;-459.46;0.210664;-1.164038;0.041593;0.0;0.0;-5.8;0.0;0.0;0.0
4.0;1753877976.234105;17.852614;0.25;5.9;-438.07;-0.135729;-0.813887;-0.059522;0.0;0.0;-8.9;0.0;0.0;0.0
4.0;1753877976.238711;17.856757;-3.87;9.16;-445.07;0.014159;-1.231908;0.072126;0.0;0.0;0.2;0.0;0.0;0.0
4.0;1753877976.243317;17.813893;5.1;9.44;-455.63;-1.008412;-1.605556;0.078789;0.0;0.0;4.0;0.0;0.0;0.0
4.0;1753877976.247923;17.843986;-5.43;3.5;-447.15;-0.375788;-0.946828;-0.121954;0.0;0.0;-1.4;0.0;0.0;0.0
4.0;1753877976.25253;17.822868;3.17;9.1;-443.26;-0.393021;-1.177384;0.121537;0.0;0.0;-11.2;0.0;0.0;0.0
4.0;1753877976.257136;17.847712;3.83;8.85;-428.09;-0.704761;0.180587;0.02555;0.0;0.0;-22.8;0.0;0.0;0.0
4.0;1753877976.261742;17.831153;1.67;0.17;-462.05;-0.404769;-0.853971;0.023909;0.0;0.0;8.5;0.0;0.0;0.0
4.0;1753877976.266348;17.825062;6.17;6.93;-467.77;-1.454965;-0.998891;-0.035897;0.0;0.0;5.8;0.0;0.0;0.0
4.0;1753877976.270954;17.845137;1.03;11.91;-469.57;-0.007451;-0.097898;-0.01601;0.0;0.0;5.8;0.0;0.0;0.0
4.0;1753877976.27556;17.82755;-2.67;7.75;-441.91;-0.993511;-1.094092;0.067781;0.0;0.0;-20.9;0.0;0.0;0.0
4.0;1753877976.280166;17.82317;-4.73;8.55;-453.15;-0.704026;-1.383453;0.093117;0.0;0.0;2.6;0.0;0.0;0.0
4.0;1753877976.284772;17.827061;-0.13;8.79;-449.05;-0.070899;-1.094883;-0.042835;0.0;0.0;-0.3;0.0;0.0;0.0
4.0;1753877976.289378;17.830874;-2.69;-0.3;-439.59;-0.41391;-0.30745;0.037298;0.0;0.0;3.4;0.0;0.0;0.0
4.0;1753877976.293984;17.820661;-4.75;3.59;-448.43;-0.756251;-0.680263;-0.029135;0.0;0.0;0.7;0.0;0.0;0.0
4.0;1753877976.29859;17.803271;-2.45;12.55;-420.12;-0.564836;-1.404189;0.120755;0.0;0.0;20.6;0.0;0.0;0.0
4.0;1753877976.303196;17.846642;0.71;12.29;-458.49;-0.546462;-1.321681;0.02137;0.0;0.0;-1.3;0.0;0.0;0.0
4.0;1753877976.307802;17.867152;2.61;10.46;-472.07;-0.310991;-0.242998;0.149923;0.0;0.0;-6.5;0.0;0.0;0.0
4.0;1753877976.312408;17.840606;0.91;2.39;-445.54;0.055568;-1.357341;0.048969;0.0;0.0;-2.9;0.0;0.0;0.0
4.0;1753877976.317014;17.846961;1.56;11.18;-454.62;-0.327833;-1.263824;-0.027519;0.0;0.0;-3.3;0.0;0.0;0.0
4.0;1753877976.3217;17.835938;0.14;7.77;-450.1;-0.259006;-0.949648;0.020496;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.326306;17.812565;3.94;8.08;-453.36;-0.415706;-0.726584;0.03086;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.330912;17.808855;7.36;7.01;-465.93;-0.404738;-0.803855;0.306485;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.335518;17.82167;9.53;7.18;-459.35;-0.256252;-0.771044;0.02656;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.340124;17.863573;4.66;7.86;-467.5;-0.443448;-1.123105;0.049287;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.34473;17.834063;7.19;2.92;-473.64;-0.038893;0.09766;0.19255;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.349336;17.825521;-5.65;4.34;-448.72;-0.089583;-0.68731;0.130395;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.353942;17.877632;-2.04;9.98;-480.44;-0.213155;-1.31688;-0.060239;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.358548;17.833175;-3.29;5.94;-432.01;0.328014;-0.965829;0.252112;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.363154;17.803141;-1.3;5.29;-444.56;-0.734104;-0.767266;-0.056548;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.36776;17.825547;0.17;2.3;-443.22;-0.479918;-1.041495;0.191049;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.372366;17.827267;2.35;2.26;-470.39;-1.024782;-0.578129;0.189629;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.376972;17.863802;2.87;6.82;-432.71;-0.324141;0.750271;0.023584;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.381578;17.850248;-5.36;7.66;-460.71;-0.845119;-0.977076;0.108552;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.386184;17.837686;6.78;13.35;-439.39;-0.179385;-0.948336;0.153667;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.39079;17.828736;-2.11;1.13;-467.52;-0.907353;-0.417978;0.141801;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.395396;17.855343;-4.18;8.77;-445.07;-1.174712;-0.481464;0.01822;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.400002;17.850561;-0.19;8.14;-464.23;-0.33595;0.001999;0.145483;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.404608;17.814316;3.66;4.8;-465.73;-0.569352;-1.495993;-0.119881;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.409214;17.868494;4.96;8.92;-467.39;0.109307;-1.04962;0.21742;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.41382;17.818387;6.59;3.81;-466.72;-0.057156;-0.154619;0.209117;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.418426;17.861168;4.19;3.47;-469.9;-0.082523;-0.209041;0.352037;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.423032;17.835718;-1.81;1.84;-461.8;-0.612141;-0.131726;0.072446;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.427638;17.860684;2.14;2.23;-459.98;-0.45351;-0.764917;0.186583;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.432244;17.829657;3.62;8.14;-450.48;-0.808265;-0.908795;0.092391;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.43685;17.817152;0.49;6.34;-453.76;-0.158711;0.358865;0.200391;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.4446;17.835938;0.0;4.9;-451.99;-0.324276;-0.633912;0.15067;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.449206;17.852032;-1.83;3.21;-431.27;0.098398;-1.496549;-0.045917;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.45471;17.871094;0.63;0.77;-437.71;-0.045506;-0.972096;-0.168238;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1753877976.459316;17.880402;0.19;5.98;-432.38;0.52921;-1.032631;-0.105299;10.1;0.0;0.0;3.3;0.0;0.0
4.0;1753877976.463922;17.828221;0.43;1.47;-436.36;-0.156134;-1.373536;-0.126305;-19.8;0.0;0.0;-2.0;0.0;0.0
4.0;1753877976.468528;17.859863;-0.79;1.66;-418.74;0.173034;-0.847115;-0.228605;40.2;0.0;0.0;1.3;0.0;0.0
4.0;1753877976.473134;17.845701;-0.14;0.99;-451.44;-0.512319;-0.710298;-0.190587;-17.8;0.0;0.0;0.1;0.0;0.0
4.0;1753877976.47774;17.865071;3.5;-2.06;-426.52;-0.530245;-1.171477;-0.181117;35.8;0.0;0.0;7.3;0.0;0.0
4.0;1753877976.482346;17.857139;-4.32;5.64;-435.22;-0.07256;-1.792324;-0.062953;98.2;0.0;0.0;10.0;0.0;0.0
4.0;1753877976.486952;17.870588;0.14;-1.54;-452.51;-0.293599;0.043206;-0.319296;91.9;0.0;0.0;12.6;0.0;0.0
4.0;1753877976.491558;17.869883;-2.15;-0.97;-429.5;-0.05883;-0.54258;-0.075507;113.7;0.0;0.0;11.5;0.0;0.0
4.0;1753877976.496164;17.889047;1.46;-2.78;-433.24;-0.258676;-0.831893;-0.115731;90.1;0.0;0.0;7.1;0.0;0.0
4.0;1753877976.50077;17.859639;1.41;0.78;-433.95;0.182192;-0.84644;0.029595;64.3;0.0;0.0;19.1;0.0;0.0
4.0;1753877976.505376;17.856794;0.18;6.46;-434.41;-0.341434;-0.505084;-0.118217;66.9;0.0;0.0;17.0;0.0;0.0
4.0;1753877976.509982;17.861379;1.94;-5.26;-432.79;-0.209469;-1.041378;-0.133485;55.3;0.0;0.0;14.8;0.0;0.0
4.0;1753877976.514588;17.855245;0.33;1.61;-421.14;0.535029;-1.479577;0.136518;28.4;0.0;0.0;13.6;0.0;0.0
4.0;1753877976.519194;17.840232;1.7;5.05;-432.0;0.634962;-0.86276;-0.054948;132.9;0.0;0.0;9.3;0.0;0.0
4.0;1753877976.5238;17.850468;-3.64;8.37;-445.57;0.293551;-1.173598;-0.174101;167.1;0.0;0.0;10.3;0.0;0.0
4.0;1753877976.528406;17.835392;-0.02;8.02;-441.16;0.087226;-1.080973;0.086916;230.4;0.0;0.0;12.9;0.0;0.0
4.0;1753877976.533012;17.854124;-6.43;3.39;-429.6;0.288957;-1.237491;-0.112916;135.2;0.0;0.0;25.7;0.0;0.0
4.0;1753877976.53997;17.855469;0.0;2.24;-437.64;0.080154;-1.285514;-0.059536;193.0;0.0;0.0;23.0;0.0;0.0
4.0;1753877976.544576;17.873133;1.88;-0.07;-441.41;-0.101383;-0.908184;-0.01033;160.9;0.0;0.0;24.2;0.0;0.0
4.0;1753877976.549182;17.872224;0.96;0.27;-421.32;0.009311;-2.021069;-0.084997;184.3;0.0;0.0;28.4;0.0;0.0
4.0;1753877976.553788;17.838338;-0.21;0.61;-427.15;-0.661279;-1.043669;0.160555;257.3;0.0;0.0;17.4;0.0;0.0
4.0;1753877976.558394;17.843605;-8.59;4.12;-442.96;0.724191;-1.720653;-0.043709;58.8;0.0;0.0;20.1;0.0;0.0
4.0;1753877976.563;17.824089;-7.95;1.8;-440.29;-0.029185;-0.428294;-0.026789;217.0;0.0;0.0;16.3;0.0;0.0
4.0;1753877976.567606;17.866557;-3.76;2.7;-430.85;0.147392;-1.382763;-0.253626;152.8;0.0;0.0;27.0;0.0;0.0
4.0;1753877976.572212;17.880208;-3.79;2.06;-461.28;0.051581;-1.164482;-0.063405;105.1;0.0;0.0;36.3;0.0;0.0
4.0;1753877976.576818;17.872961;-0.36;0.65;-451.84;-0.168907;-1.286738;-0.091256;281.8;0.0;0.0;17.9;0.0;0.0
4.0;1753877976.581424;17.819528;-7.21;-4.77;-444.85;-0.320989;-1.702773;-0.132258;192.2;0.0;0.0;14.7;0.0;0.0
4.0;1753877976.58603;17.871168;-6.19;-0.96;-430.3;0.287489;-0.536799;-0.146753;145.3;0.0;0.0;23.3;0.0;0.0
4.0;1753877976.590636;17.843306;-5.82;4.36;-422.6;-0.088213;-1.327352;-0.095489;216.8;0.0;0.0;31.3;0.0;0.0
4.0;1753877976.595242;17.859863;-2.79;6.93;-432.86;-0.623643;-1.208889;0.02392;191.2;0.0;0.0;24.1;0.0;0.0
4.0;1753877976.60224;17.855469;-6.09;0.35;-436.03;-0.159088;-1.342366;0.084912;193.0;0.0;0.0;23.0;0.0;0.0
4.0;1753877976.606846;17.88281;-4.04;0.84;-445.11;0.096934;-0.082614;0.017737;230.7;0.0;0.0;6.7;0.0;0.0
4.0;1753877976.611452;17.850522;-2.8;0.59;-436.48;-0.515203;-0.606371;0.302564;214.8;0.0;0.0;33.5;0.0;0.0
4.0;1753877976.616058;17.847497;-2.09;0.6;-440.54;0.368844;-1.592257;0.176538;161.2;0.0;0.0;23.0;0.0;0.0
4.0;1753877976.620664;17.875831;-3.54;4.34;-411.33;0.272821;-0.959961;0.140095;188.2;0.0;0.0;33.7;0.0;0.0
4.0;1753877976.62527;17.871468;-4.44;3.17;-446.3;0.117849;-1.09741;-0.030632;268.7;0.0;0.0;30.0;0.0;0.0
