DeviceID_WH1,Timestamp_WH1,Temperature_WH1,GyroX_WH1,GyroY_WH1,GyroZ_WH1,AccelX_WH1,AccelY_WH1,AccelZ_WH1,Dist1_WH1,Dist2_WH1,Dist3_WH1,Err1_WH1,Err2_WH1,Err3_WH1,t,DeviceID_WH2,Timestamp_WH2,Temperature_WH2,GyroX_WH2,GyroY_WH2,GyroZ_WH2,AccelX_WH2,AccelY_WH2,AccelZ_WH2,Dist1_WH2,Dist2_WH2,Dist3_WH2,Err1_WH2,Err2_WH2,Err3_WH2,DeviceID_WH3,Timestamp_WH3,Temperature_WH3,GyroX_WH3,GyroY_WH3,GyroZ_WH3,AccelX_WH3,AccelY_WH3,AccelZ_WH3,Dist1_WH3,Dist2_WH3,Dist3_WH3,Err1_WH3,Err2_WH3,Err3_WH3,DeviceID_WH4,Timestamp_WH4,Temperature_WH4,GyroX_WH4,GyroY_WH4,GyroZ_WH4,AccelX_WH4,AccelY_WH4,AccelZ_WH4,Dist1_WH4,Dist2_WH4,Dist3_WH4,Err1_WH4,Err2_WH4,Err3_WH4,Timestamp_GNSS,Fix_GNSS,Latitude_GNSS,Longitude_GNSS,Altitude_GNSS,GeoidSeparation_GNSS,Satellites_GNSS,HDOP_GNSS,Heading_GNSS,Timestamp_BODY,PosX_BODY,PosY_BODY,PosZ_BODY,Roll_BODY,Pitch_BODY,Yaw_BODY,Q1_BODY,Q2_BODY,Q3_BODY,Q4_BODY,M1_BODY,M2_BODY,M3_BODY,M4_BODY,AccelX_BODY,AccelY_BODY,AccelZ_BODY,GyroX_BODY,GyroY_BODY,GyroZ_BODY,PosX_GNSS,PosY_GNSS,PosZ_GNSS,dt,VelX_GNSS,VelY_GNSS,VelZ_GNSS
1.0,1753881169.624935,16.960938,0.019547687622336492,-0.029321531433504737,0.0012217304763960308,-0.627324,-0.79361,-0.001342,0.0,0.0,0.0,0.0,0.0,0.0,0.01984262466430664,2.0,1753881169.624383,17.945312,0.014660765716752368,-0.028099800957108706,-0.006108652381980153,0.490806,-0.889868,0.02379,108.0,127.0,0.0,2.0,3.0,0.0,3.0,1753881169.622738,18.917969,0.012217304763960306,-0.02199114857512855,-0.003665191429188092,-0.491782,0.855586,-0.005124,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1753881169.622055,18.472656,0.012217304763960306,-0.019547687622336492,0.0012217304763960308,-0.390644,0.912072,-0.009394,0.0,0.0,0.0,0.0,0.0,0.0,1753881169.62,2.0,49.20419749,18.75492959,387.543,42.1353,15.0,0.7,234.084,1753881169.6150925,-0.038,0.002,0.0,-1.3,0.33,0.99,0.0,0.0,0.0,0.0,21.8,17.6,36.7,38.2,0.03,0.28,-10.66,0.010821041362364843,0.005585053606381855,0.018500490071139894,0.0,0.0,-0.0008000000000265572,0.00439000129699707,0.0,0.0,0.0
1.0,1753881169.631119,16.960938,0.019547687622336492,-0.028099800957108706,0.0024434609527920616,-0.627446,-0.793732,-0.002562,0.0,0.0,0.0,0.0,0.0,0.0,0.02602672576904297,2.0,1753881169.624383,17.945312,0.014660765716752368,-0.028099800957108706,-0.006108652381980153,0.490806,-0.889868,0.02379,108.0,127.0,0.0,2.0,3.0,0.0,3.0,1753881169.627852,18.917969,0.010995574287564275,-0.02199114857512855,-0.004886921905584123,-0.492636,0.855342,-0.005612,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1753881169.626654,18.478205,-0.0019198621771937625,-0.018675022996339326,0.013613568165555772,-0.309756,0.916775,-0.004042,2.7,0.4,0.1,-0.0,0.0,0.0,1753881169.63,2.0,49.20419749,18.75492959,387.5433,42.1353,15.0,0.7,234.047,1753881169.6250927,-0.038,0.002,0.0,-1.3,0.32,0.99,0.0,0.0,0.0,0.0,23.0,15.2,36.8,37.7,0.02,0.29,-10.66,0.009948376736367677,0.004886921905584123,0.016929693744344994,0.0,0.0,-0.0011000000000080945,0.006184101104736328,0.0,0.0,-0.04851149664286227
1.0,1753881169.634067,16.960938,0.019547687622336492,-0.026878070480712675,0.0,-0.626958,-0.793488,-0.003172,0.0,0.0,0.0,0.0,0.0,0.0,0.02897477149963379,2.0,1753881169.632494,17.941406,0.01710422666954443,-0.028099800957108706,-0.004886921905584123,0.490074,-0.890234,0.02501,105.0,127.0,0.0,2.0,3.0,0.0,3.0,1753881169.63214,18.972656,0.013439035240356337,-0.023212879051524585,-0.004886921905584123,-0.49227,0.855342,-0.0061,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1753881169.631213,18.488281,0.012217304763960306,-0.02076941809873252,0.0024434609527920616,-0.390278,0.912316,-0.007564,0.0,0.0,0.0,0.0,0.0,0.0,1753881169.63,2.0,49.20419749,18.75492959,387.5433,42.1353,15.0,0.7,234.047,1753881169.6250927,-0.038,0.002,0.0,-1.3,0.32,0.99,0.0,0.0,0.0,0.0,23.0,15.2,36.8,37.7,0.02,0.29,-10.66,0.009948376736367677,0.004886921905584123,0.016929693744344994,0.0,0.0,-0.0011000000000080945,0.0029480457305908203,0.0,0.0,0.0
1.0,1753881169.638666,16.953125,0.01832595714594046,-0.026878070480712675,0.0,-0.6283,-0.793,-0.002318,0.0,0.0,0.0,0.0,0.0,0.0,0.03357362747192383,2.0,1753881169.637737,17.941406,0.014660765716752368,-0.029321531433504737,-0.004886921905584123,0.490562,-0.889868,0.025376,105.0,127.0,0.0,2.0,3.0,0.0,3.0,1753881169.636559,18.972656,0.010995574287564275,-0.02199114857512855,-0.0024434609527920616,-0.493978,0.855708,-0.005856,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1753881169.635457,18.488281,0.009773843811168246,-0.019547687622336492,0.0024434609527920616,-0.3904,0.912316,-0.01037,0.0,0.0,0.0,0.0,0.0,0.0,1753881169.63,2.0,49.20419749,18.75492959,387.5433,42.1353,15.0,0.7,234.047,1753881169.6250927,-0.038,0.002,0.0,-1.3,0.32,0.99,0.0,0.0,0.0,0.0,23.0,15.2,36.8,37.7,0.02,0.29,-10.66,0.009948376736367677,0.004886921905584123,0.016929693744344994,0.0,0.0,-0.0011000000000080945,0.004598855972290039,0.0,0.0,0.0
1.0,1753881169.643124,16.953125,0.019547687622336492,-0.028099800957108706,0.0012217304763960308,-0.6283,-0.793,-0.002318,0.0,0.0,0.0,0.0,0.0,0.0,0.038031816482543945,2.0,1753881169.64179,17.941406,0.014660765716752368,-0.029321531433504737,-0.004886921905584123,0.490562,-0.891454,0.026596,105.0,127.0,0.0,2.0,3.0,0.0,3.0,1753881169.641231,18.972656,0.013439035240356337,-0.023212879051524585,-0.003665191429188092,-0.492514,0.855952,-0.00549,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1753881169.640002,18.488281,0.012217304763960306,-0.02076941809873252,0.0024434609527920616,-0.391864,0.91073,-0.009516,0.0,0.0,0.0,0.0,0.0,0.0,1753881169.64,2.0,49.2041975,18.75492959,387.544,42.1353,15.0,0.7,234.02,1753881169.635093,-0.038,0.002,0.0,-1.3,0.33,0.99,0.0,0.0,0.0,0.0,22.1,10.0,36.3,38.2,0.03,0.28,-10.67,0.009599310885968814,0.0033161255787892262,0.015184364492350668,0.0011111251464741329,0.0,-0.0018000000000029104,0.004458189010620117,0.24923239993352808,0.0,-0.15701442857790557
1.0,1753881169.647793,16.953125,0.01832595714594046,-0.028099800957108706,0.0012217304763960308,-0.628178,-0.792512,-0.002806,0.0,0.0,0.0,0.0,0.0,0.0,0.042700767517089844,2.0,1753881169.646368,17.941406,0.014660765716752368,-0.029321531433504737,-0.006108652381980153,0.491294,-0.890112,0.024888,105.0,127.0,0.0,2.0,3.0,0.0,3.0,1753881169.641231,18.972656,0.013439035240356337,-0.023212879051524585,-0.003665191429188092,-0.492514,0.855952,-0.00549,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1753881169.640002,18.488281,0.012217304763960306,-0.02076941809873252,0.0024434609527920616,-0.391864,0.91073,-0.009516,0.0,0.0,0.0,0.0,0.0,0.0,1753881169.64,2.0,49.2041975,18.75492959,387.544,42.1353,15.0,0.7,234.02,1753881169.635093,-0.038,0.002,0.0,-1.3,0.33,0.99,0.0,0.0,0.0,0.0,22.1,10.0,36.3,38.2,0.03,0.28,-10.67,0.009599310885968814,0.0033161255787892262,0.015184364492350668,0.0011111251464741329,0.0,-0.0018000000000029104,0.0046689510345458984,0.0,0.0,0.0
1.0,1753881169.652372,16.953125,0.01832595714594046,-0.029321531433504737,0.0012217304763960308,-0.626104,-0.793732,-0.00244,0.0,0.0,0.0,0.0,0.0,0.0,0.04727959632873535,2.0,1753881169.650938,17.933594,0.014660765716752368,-0.029321531433504737,-0.007330382858376184,0.49044,-0.889258,0.025864,105.0,127.0,0.0,2.0,3.0,0.0,3.0,1753881169.650542,18.894531,0.013439035240356337,-0.02076941809873252,-0.003665191429188092,-0.491416,0.856074,-0.0061,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1753881169.644549,18.515625,0.010995574287564275,-0.02076941809873252,0.0024434609527920616,-0.391498,0.912438,-0.00976,0.0,0.0,0.0,0.0,0.0,0.0,1753881169.65,2.0,49.2041975,18.75492959,387.5441,42.1353,15.0,0.7,234.003,1753881169.6450932,-0.038,0.002,0.0,-1.3,0.32,0.99,0.0,0.0,0.0,0.0,22.4,15.0,36.2,38.4,0.03,0.28,-10.68,0.010995574287564275,0.005235987755982988,0.018500490071139894,0.0011111251464741329,0.0,-0.0019000000000346517,0.004578828811645508,0.0,0.0,-0.021839645932472427
1.0,1753881169.66003,17.007812,0.01710422666954443,-0.030543261909900768,0.0012217304763960308,-0.6283,-0.793488,-0.001098,0.0,0.0,0.0,0.0,0.0,0.0,0.05493760108947754,2.0,1753881169.655528,17.933594,0.014660765716752368,-0.029321531433504737,-0.004886921905584123,0.490928,-0.88938,0.02379,105.0,127.0,0.0,2.0,3.0,0.0,3.0,1753881169.660005,18.898447,0.009948376736367677,-0.022689280275926284,-0.017278759594743863,-0.52398,0.884483,-0.012702,-2.2,0.0,0.2,0.0,0.0,-0.0,4.0,1753881169.654122,18.515625,0.010995574287564275,-0.019547687622336492,0.0012217304763960308,-0.39101,0.911828,-0.008906,0.0,0.0,0.0,0.0,0.0,0.0,1753881169.66,2.0,49.2041975,18.75492959,387.5442,42.1353,15.0,0.7,234.015,1753881169.6550934,-0.038,0.002,0.0,-1.3,0.32,0.99,0.0,0.0,0.0,0.0,22.8,14.6,36.2,38.9,0.02,0.28,-10.65,0.008203047484373348,0.006981317007977318,0.017976891295541596,0.0011111251464741329,0.0,-0.0020000000000095497,0.0076580047607421875,0.0,0.0,-0.013058231628104431
1.0,1753881169.661463,17.007812,0.019547687622336492,-0.029321531433504737,0.0012217304763960308,-0.626958,-0.793,-0.00244,0.0,0.0,0.0,0.0,0.0,0.0,0.05637073516845703,2.0,1753881169.655528,17.933594,0.014660765716752368,-0.029321531433504737,-0.004886921905584123,0.490928,-0.88938,0.02379,105.0,127.0,0.0,2.0,3.0,0.0,3.0,1753881169.660005,18.898447,0.009948376736367677,-0.022689280275926284,-0.017278759594743863,-0.52398,0.884483,-0.012702,-2.2,0.0,0.2,0.0,0.0,-0.0,4.0,1753881169.654122,18.515625,0.010995574287564275,-0.019547687622336492,0.0012217304763960308,-0.39101,0.911828,-0.008906,0.0,0.0,0.0,0.0,0.0,0.0,1753881169.66,2.0,49.2041975,18.75492959,387.5442,42.1353,15.0,0.7,234.015,1753881169.6550934,-0.038,0.002,0.0,-1.3,0.32,0.99,0.0,0.0,0.0,0.0,22.8,14.6,36.2,38.9,0.02,0.28,-10.65,0.008203047484373348,0.006981317007977318,0.017976891295541596,0.0011111251464741329,0.0,-0.0020000000000095497,0.0014331340789794922,0.0,0.0,0.0
1.0,1753881169.670673,17.007812,0.019547687622336492,-0.029321531433504737,0.0,-0.62891,-0.79361,-0.002928,0.0,0.0,0.0,0.0,0.0,0.0,0.06558060646057129,2.0,1753881169.670626,17.933594,0.014660765716752368,-0.029321531433504737,-0.006108652381980153,0.489708,-0.889502,0.02562,105.0,127.0,0.0,2.0,3.0,0.0,3.0,1753881169.669258,18.917969,0.013439035240356337,-0.023212879051524585,-0.003665191429188092,-0.493612,0.855342,-0.005124,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1753881169.667781,18.507812,0.009773843811168246,-0.019547687622336492,0.0012217304763960308,-0.391986,0.912316,-0.009028,0.0,0.0,0.0,0.0,0.0,0.0,1753881169.67,2.0,49.20419749,18.75492959,387.5447,42.1353,15.0,0.7,234.036,1753881169.6650937,-0.038,0.002,0.0,-1.3,0.32,0.99,0.0,0.0,0.0,0.0,22.3,16.9,36.9,39.3,0.03,0.28,-10.66,0.008726646259971648,0.0029670597283903604,0.015533430342749533,0.0,0.0,-0.0024999999999977263,0.00423884391784668,-0.2621292899688982,0.0,-0.11795669047474036
