sep=,
PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 173487700, 80.79248809814453, -61.53411865234375, -104.25066375732422, 0, 0, 0, 0, 0, 0, 
1, 173496033, 80.79381561279297, -61.53441619873047, -104.25223541259766, 8.372024536132812, 4.481940269470215, 0.7907717823982239, 2.123112916946411, 0.3769390881061554, 1.2123730182647705, 
2, 173504366, 80.79562377929688, -61.53606414794922, -104.25357818603516, 8.902364730834961, 4.6399054527282715, 0.8828186988830566, 2.2101500034332275, 0.3563452363014221, 1.3691065311431885, 
3, 173512699, 80.79641723632812, -61.536399841308594, -104.25506591796875, 9.197781562805176, 4.78363561630249, 0.8569705486297607, 2.061049461364746, 0.36525899171829224, 1.213423252105713, 
4, 173521032, 80.79490661621094, -61.53389358520508, -104.25364685058594, 8.801274299621582, 4.780592441558838, 0.6581571698188782, 2.1008284091949463, 0.5920218229293823, 0.9025943279266357, 
5, 173529365, 80.79296112060547, -61.53253173828125, -104.2524185180664, 8.27955150604248, 4.565052032470703, 0.7092746496200562, 2.036562204360962, 0.5699679255485535, 1.040475845336914, 
6, 173537698, 80.79357147216797, -61.532859802246094, -104.25209045410156, 8.241991996765137, 4.487264156341553, 0.6716465353965759, 2.2422702312469482, 0.47890934348106384, 1.2296112775802612, 
7, 173546031, 80.79946899414062, -61.53434371948242, -104.25700378417969, 8.647363662719727, 4.67112398147583, 0.9097012281417847, 2.2812297344207764, 0.12917259335517883, 1.3152910470962524, 
8, 173554364, 80.80201721191406, -61.535400390625, -104.2596664428711, 9.13259220123291, 4.768432140350342, 0.762799084186554, 2.159152030944824, 0.2924121022224426, 1.2872689962387085, 
9, 173562697, 80.80067443847656, -61.53493118286133, -104.25872039794922, 8.955041885375977, 4.766429424285889, 0.7465903162956238, 2.020911931991577, 0.49210068583488464, 1.137579321861267, 
10, 173571030, 80.79893493652344, -61.533809661865234, -104.25736999511719, 8.505203247070312, 4.562623977661133, 0.644411563873291, 2.0675554275512695, 0.5641791820526123, 1.0668073892593384, 
11, 173579363, 80.79903411865234, -61.53364562988281, -104.25775909423828, 8.194043159484863, 4.4815497398376465, 0.7304562330245972, 2.116786003112793, 0.4509129822254181, 1.1661392450332642, 
12, 173587696, 80.80226135253906, -61.5349235534668, -104.26112365722656, 8.529935836791992, 4.535550594329834, 0.8105880618095398, 2.164684534072876, 0.25066089630126953, 1.3086823225021362, 
13, 173596029, 80.80369567871094, -61.53678894042969, -104.26233673095703, 9.036001205444336, 4.750477313995361, 0.804762065410614, 2.15720534324646, 0.34761080145835876, 1.3945670127868652, 
14, 173604362, 80.80197143554688, -61.536842346191406, -104.26065063476562, 9.058226585388184, 4.778115272521973, 0.7966691255569458, 2.1047472953796387, 0.559440553188324, 1.2112972736358643, 
15, 173612695, 80.80107879638672, -61.53452682495117, -104.26004791259766, 8.635295867919922, 4.645596504211426, 0.6233564019203186, 2.097472667694092, 0.5466846227645874, 0.9181421995162964, 
16, 173621028, 80.80038452148438, -61.53238296508789, -104.25950622558594, 8.143726348876953, 4.576321601867676, 0.7384255528450012, 2.106950521469116, 0.537284255027771, 0.9414769411087036, 
17, 173629361, 80.80247497558594, -61.533878326416016, -104.26160430908203, 8.335384368896484, 4.5680012702941895, 0.7990209460258484, 2.175340175628662, 0.325710654258728, 1.3454647064208984, 
18, 173637694, 80.80532836914062, -61.53635025024414, -104.2646255493164, 8.89051628112793, 4.701988220214844, 0.8169849514961243, 2.1561551094055176, 0.24669072031974792, 1.4533005952835083, 
19, 173646027, 80.80533599853516, -61.53752517700195, -104.26507568359375, 9.171154975891113, 4.749622821807861, 0.8164910078048706, 2.0886611938476562, 0.4135673940181732, 1.32417893409729, 
20, 173654360, 80.80059051513672, -61.53537368774414, -104.26102447509766, 8.7724609375, 4.628180027008057, 0.6679090857505798, 1.9925568103790283, 0.7338990569114685, 0.9692682027816772, 
21, 173662693, 80.79853057861328, -61.53354263305664, -104.25829315185547, 8.249042510986328, 4.52347469329834, 0.7237421870231628, 2.1405045986175537, 0.6361806988716125, 0.9925258755683899, 
22, 173671026, 80.79891204833984, -61.5328254699707, -104.25881958007812, 8.250800132751465, 4.520017623901367, 0.6225830316543579, 2.1238813400268555, 0.4488382637500763, 1.0994654893875122, 
23, 173679359, 80.80162048339844, -61.534568786621094, -104.261474609375, 8.734878540039062, 4.662937641143799, 0.9365749359130859, 2.1454739570617676, 0.26164939999580383, 1.3690552711486816, 
24, 173687692, 80.80317687988281, -61.536399841308594, -104.26295471191406, 9.236139297485352, 4.712485313415527, 0.8173297643661499, 2.1648640632629395, 0.3456641137599945, 1.3908530473709106, 
25, 173696025, 80.80195617675781, -61.534671783447266, -104.26139831542969, 8.928726196289062, 4.751622200012207, 0.7435411214828491, 2.144167900085449, 0.5786512494087219, 0.9961631298065186, 
26, 173704358, 80.79985809326172, -61.53314208984375, -104.2591781616211, 8.357396125793457, 4.633626461029053, 0.6885694265365601, 2.115044593811035, 0.619172990322113, 1.0254147052764893, 
27, 173712691, 80.80229949951172, -61.53227233886719, -104.2607421875, 8.079967498779297, 4.53530740737915, 0.6219697594642639, 2.2324085235595703, 0.3751716911792755, 1.07108473777771, 
28, 173721024, 80.80481719970703, -61.53483581542969, -104.26322937011719, 8.572128295898438, 4.582066059112549, 0.8576926589012146, 2.171984910964966, 0.27496883273124695, 1.4649293422698975, 
29, 173729357, 80.80744171142578, -61.53565979003906, -104.2655258178711, 9.139357566833496, 4.708649635314941, 0.7433686256408691, 2.208587646484375, 0.3247372806072235, 1.2648053169250488, 
30, 173737690, 80.80509185791016, -61.5349235534668, -104.26331329345703, 9.069210052490234, 4.7925310134887695, 0.8152301907539368, 2.084691286087036, 0.6057254076004028, 1.1214679479599, 
31, 173746023, 80.80200958251953, -61.53300476074219, -104.26042938232422, 8.595385551452637, 4.6360931396484375, 0.6319896578788757, 2.0407371520996094, 0.6397666931152344, 0.9831510186195374, 
32, 173754356, 80.7999496459961, -61.531898498535156, -104.25773620605469, 8.155545234680176, 4.4903459548950195, 0.6633089184761047, 2.1723434925079346, 0.6380762457847595, 1.0824576616287231, 
33, 173762689, 80.80226135253906, -61.5324592590332, -104.26080322265625, 8.431028366088867, 4.514983654022217, 0.7461630702018738, 2.116734743118286, 0.3022479712963104, 1.2294832468032837, 
34, 173771022, 80.80572509765625, -61.53425598144531, -104.26387023925781, 8.921249389648438, 4.738507270812988, 0.8488243818283081, 2.223546266555786, 0.25678274035453796, 1.373998761177063, 
35, 173779355, 80.8053207397461, -61.53450012207031, -104.26334381103516, 9.118680953979492, 4.771071910858154, 0.8210489153862, 2.1212685108184814, 0.4726851284503937, 1.2187765836715698, 
36, 173787688, 80.80109405517578, -61.53306579589844, -104.259765625, 8.715803146362305, 4.6865434646606445, 0.6255149245262146, 2.004441976547241, 0.6942481994628906, 1.0516180992126465, 
37, 173796021, 80.7981185913086, -61.53240203857422, -104.25556945800781, 8.211843490600586, 4.585911750793457, 0.7235389351844788, 2.195549726486206, 0.6926601529121399, 1.144520878791809, 
38, 173804354, 80.80026245117188, -61.533626556396484, -104.2571792602539, 8.312061309814453, 4.511189937591553, 0.7028374075889587, 2.221522569656372, 0.3484048545360565, 1.316290020942688, 
