Timestamp,Lat_GNSS,Long_GNSS,Height_GNSS,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Magn_X,Magn_Y,Magn_Z
0.0,32.7652436,35.031908,192.25,-0.0955,0.05975,0.9805,-0.48,0.72,0.02,-25610.0,2100.0,-37930.0
0.01,32.7652436,35.031908,192.25,-0.089,0.02975,0.98475,-0.92,-0.02,-0.02,-25650.0,2140.0,-37950.0
0.02,32.7652436,35.031908,192.25,-0.09125,0.01475,0.98675,0.12,-0.6,-0.1,-25630.0,2110.0,-37940.0
0.03,32.7652436,35.031908,192.25,-0.1115,0.05225,1.025,1.04,-0.36,0.1,-25630.0,2150.0,-37930.0
0.04,32.7652436,35.031908,192.25,-0.107,0.063,0.98275,0.0,0.34,0.06,-25620.0,2110.0,-37930.0
0.05,32.7652436,35.031908,192.25,-0.0905,0.0455,0.98675,-0.78,0.6,-0.08,-25620.0,2130.0,-37930.0
0.06,32.7652436,35.031908,192.25,-0.083,0.0175,0.98425,-0.62,-0.26,0.04,-25610.0,2110.0,-37930.0
0.07,32.7652436,35.031908,192.25,-0.10675,0.03375,1.0065,0.78,-0.38,-0.06,-25620.0,2150.0,-37930.0
0.08,32.7652436,35.031908,192.25,-0.113,0.0585,1.0055,0.56,0.0,0.1,-25610.0,2140.0,-37930.0
0.09,32.7652436,35.031908,192.25,-0.092,0.0595,0.97725,-0.38,0.34,0.04,-25620.0,2140.0,-37930.0
0.1,32.7652436,35.031908,192.25,-0.08625,0.03075,0.9865,-0.96,-0.04,-0.08,-25620.0,2130.0,-37940.0
0.11,32.7652436,35.031908,192.25,-0.09525,0.017,0.98875,0.22,-0.14,-0.04,-25640.0,2180.0,-37950.0
0.12,32.7652436,35.031908,192.25,-0.11575,0.04975,1.02075,0.9,0.26,0.1,-25600.0,2160.0,-37930.0
0.13,32.7652436,35.031908,192.25,-0.1115,0.057,0.97475,-0.14,0.42,0.12,-25510.0,2060.0,-37900.0
0.14,32.7652436,35.031908,192.25,-0.0925,0.04,0.991,-0.68,-0.02,-0.06,-25430.0,1970.0,-37880.0
0.15,32.7652436,35.031908,192.25,-0.08025,0.018,0.98075,-0.2,-0.66,-0.08,-25410.0,1950.0,-37870.0
0.16,32.7652436,35.031908,192.25,-0.10525,0.0385,1.0065,0.78,-0.1,-0.02,-25380.0,1920.0,-37880.0
0.17,32.7652436,35.031908,192.25,-0.114,0.05975,1.0075,0.32,0.52,0.04,-25390.0,1940.0,-37880.0
0.18,32.7652436,35.031908,192.25,-0.0965,0.0535,0.97775,-0.44,0.66,0.04,-25440.0,1970.0,-37890.0
0.19,32.7652436,35.031908,192.25,-0.09,0.0215,0.97875,-0.88,-0.36,-0.04,-25510.0,2070.0,-37910.0
