sep=,
PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 2779010662, -2.421438694000244, 2.187451124191284, 94.16184997558594, 0, 0, 0, 0, 0, 0, 
1, 2779018995, -2.4245877265930176, 2.1846938133239746, 94.16478729248047, -0.5479769706726074, -0.35773685574531555, 9.560490608215332, -1.3933120965957642, -1.156508445739746, 0.6685700416564941, 
2, 2779027328, -2.422269105911255, 2.1791977882385254, 94.16449737548828, -0.15641115605831146, -0.6798346638679504, 9.580597877502441, -0.7055953741073608, -1.469539999961853, 0.20746248960494995, 
3, 2779035661, -2.4185545444488525, 2.179835796356201, 94.15794372558594, 0.3659108281135559, -0.1438293606042862, 9.702316284179688, -0.526218831539154, -0.7024959921836853, -0.42755284905433655, 
4, 2779043994, -2.4157958030700684, 2.186220407485962, 94.15525817871094, -0.42712485790252686, -0.4117248058319092, 9.87080192565918, -0.6420208215713501, -0.03232516720890999, -0.02220754139125347, 
5, 2779052327, -2.4190962314605713, 2.1875245571136475, 94.15753173828125, -1.0077862739562988, -0.3879227340221405, 9.696661949157715, -1.4088597297668457, -0.6669178009033203, 0.6493848562240601, 
6, 2779060660, -2.4235587120056152, 2.185087203979492, 94.162353515625, -0.6057467460632324, -0.2893698811531067, 9.481202125549316, -1.5430783033370972, -1.128204584121704, 0.8320143818855286, 
7, 2779068993, -2.4249565601348877, 2.179949998855591, 94.16311645507812, -0.3163851797580719, -0.7367652654647827, 9.549820899963379, -1.1726454496383667, -1.4309648275375366, 0.3985190987586975, 
8, 2779077326, -2.4197275638580322, 2.1797404289245605, 94.16156005859375, 0.30102747678756714, -0.12563961744308472, 9.706924438476562, -0.34981364011764526, -0.8281083106994629, 0.07846921682357788, 
9, 2779085659, -2.418018341064453, 2.1870245933532715, 94.15450286865234, -0.051664985716342926, -0.5104984045028687, 9.743488311767578, -0.7664546966552734, 0.0973212793469429, -0.44415083527565, 
10, 2779093992, -2.418187379837036, 2.190636157989502, 94.15434265136719, -1.0253099203109741, -0.32551872730255127, 9.848942756652832, -1.0036425590515137, -0.37801486253738403, 0.2668362855911255, 
11, 2779102325, -2.4209511280059814, 2.188547372817993, 94.15991973876953, -0.6496270298957825, -0.4471530616283417, 9.4451322555542, -1.3580924272537231, -1.0886306762695312, 0.9695116281509399, 
12, 2779110658, -2.4249660968780518, 2.184849977493286, 94.16104888916016, -0.43636250495910645, -0.45486605167388916, 9.571257591247559, -1.4721524715423584, -1.2605276107788086, 0.3839445412158966, 
13, 2779118991, -2.420064687728882, 2.1819915771484375, 94.16148376464844, 0.145760640501976, -0.38202619552612305, 9.639843940734863, -0.41653868556022644, -1.157071828842163, 0.3864547610282898, 
14, 2779127324, -2.4185523986816406, 2.187314748764038, 94.1552963256836, 0.250821590423584, -0.35521018505096436, 9.710463523864746, -0.7746257185935974, -0.14213338494300842, -0.44530344009399414, 
15, 2779135657, -2.4169416427612305, 2.193206310272217, 94.15418243408203, -0.8856432437896729, -0.37239131331443787, 9.912296295166016, -0.8043637871742249, -0.09846111387014389, 0.248522087931633, 
16, 2779143990, -2.418717384338379, 2.19126033782959, 94.15763092041016, -0.8590198159217834, -0.5415946245193481, 9.536968231201172, -1.2142939567565918, -1.0622222423553467, 0.672412097454071, 
17, 2779152323, -2.4221341609954834, 2.187272548675537, 94.1597900390625, -0.5696633458137512, -0.2453070729970932, 9.525630950927734, -1.4223328828811646, -1.3008959293365479, 0.5941094160079956, 
18, 2779160656, -2.4208624362945557, 2.1828789710998535, 94.16006469726562, -0.13631181418895721, -0.6114037036895752, 9.584614753723145, -0.833768904209137, -1.3400853872299194, 0.2774917781352997, 
19, 2779168989, -2.418410539627075, 2.1835687160491943, 94.15485382080078, 0.349523663520813, -0.10643430054187775, 9.719475746154785, -0.6833109259605408, -0.7018043994903564, -0.2776326835155487, 
20, 2779177322, -2.41697096824646, 2.190171718597412, 94.15220642089844, -0.3869902491569519, -0.4855349063873291, 9.857539176940918, -0.7998044490814209, -0.006787771824747324, -0.0122179901227355, 
21, 2779185655, -2.4198710918426514, 2.190767765045166, 94.1550521850586, -0.9684714078903198, -0.484219491481781, 9.715457916259766, -1.363189458847046, -0.7533402442932129, 0.6843738555908203, 
22, 2779193988, -2.421571969985962, 2.1888062953948975, 94.16016387939453, -0.5441799163818359, -0.37493187189102173, 9.487217903137207, -1.2126290798187256, -1.072801113128662, 0.8690781593322754, 
23, 2779202321, -2.4224472045898438, 2.1852564811706543, 94.16002655029297, -0.34617429971694946, -0.6618551015853882, 9.577606201171875, -1.1071754693984985, -1.237013816833496, 0.31965285539627075, 
24, 2779210654, -2.4171180725097656, 2.1837868690490723, 94.15731811523438, 0.21517182886600494, -0.06805935502052307, 9.668270111083984, -0.3325752317905426, -0.9737251400947571, -0.06587980687618256, 
25, 2779218987, -2.4158406257629395, 2.1901628971099854, 94.15082550048828, -0.0850401520729065, -0.44959908723831177, 9.755990982055664, -0.8205007910728455, -0.014856255613267422, -0.3768365979194641, 
26, 2779227320, -2.4174673557281494, 2.1937456130981445, 94.15229034423828, -1.0133503675460815, -0.3054836094379425, 9.849564552307129, -1.1855548620224, -0.38936200737953186, 0.46019819378852844, 
27, 2779235653, -2.4208641052246094, 2.1909708976745605, 94.15862274169922, -0.6012969017028809, -0.48601603507995605, 9.474342346191406, -1.442209243774414, -1.1786900758743286, 1.1483243703842163, 
28, 2779243986, -2.4249892234802246, 2.186528444290161, 94.1587905883789, -0.40356072783470154, -0.5163344740867615, 9.569337844848633, -1.4799648523330688, -1.3453108072280884, 0.2625843286514282, 
29, 2779252319, -2.418905019760132, 2.183929920196533, 94.15608978271484, 0.11283610016107559, -0.41295507550239563, 9.658097267150879, -0.2604455351829529, -1.10976243019104, 0.018583130091428757, 
30, 2779260652, -2.4159233570098877, 2.1883044242858887, 94.14915466308594, 0.270771324634552, -0.34329330921173096, 9.733587265014648, -0.5949674248695374, -0.2519928514957428, -0.5425863265991211, 
31, 2779268985, -2.4139394760131836, 2.1940066814422607, 94.14741516113281, -0.8229560256004333, -0.2956770658493042, 9.942244529724121, -0.7565675973892212, -0.11790231615304947, 0.1676323413848877, 
32, 2779277318, -2.4177353382110596, 2.1920409202575684, 94.15158081054688, -0.832669734954834, -0.49808529019355774, 9.509057998657227, -1.4586282968521118, -1.068318486213684, 0.7554278373718262, 
33, 2779285651, -2.4228515625, 2.1892201900482178, 94.15445709228516, -0.520062267780304, -0.269656777381897, 9.509018898010254, -1.6306790113449097, -1.1647815704345703, 0.6893942952156067, 
34, 2779293984, -2.4222288131713867, 2.1844754219055176, 94.15594482421875, -0.10979506373405457, -0.7016096115112305, 9.585455894470215, -0.9172457456588745, -1.388112187385559, 0.4199581742286682, 
35, 2779302317, -2.4187121391296387, 2.186077356338501, 94.15052032470703, 0.41970035433769226, -0.16138218343257904, 9.743837356567383, -0.5545993447303772, -0.592047393321991, -0.29213035106658936, 
36, 2779310650, -2.416757106781006, 2.1940009593963623, 94.14595794677734, -0.41303375363349915, -0.4989250898361206, 9.85400676727295, -0.7296726703643799, 0.16204845905303955, -0.23939064145088196, 
37, 2779318983, -2.417789936065674, 2.1954123973846436, 94.14692687988281, -1.0857372283935547, -0.4566446542739868, 9.66125202178955, -1.130407452583313, -0.647118091583252, 0.48522332310676575, 
